                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    453,                 1.7726,                  1.076,                 2.0531,                 0.7721,                0.79464,                0.90694,                0.57426,                 1.4327,                0.97049,                 1.8797,             9.5481e-05,             9.5481e-05,             9.5481e-05
                    454,                 1.8102,                 1.2622,                 1.9758,                 0.7721,                0.79464,                0.90694,                0.57426,                 1.4327,                0.97049,                 1.8797,             9.3682e-05,             9.3682e-05,             9.3682e-05
                    455,                  1.669,                 1.0595,                 2.0431,                 0.7721,                0.79464,                0.90694,                0.57426,                 1.4327,                0.97049,                 1.8797,             9.1882e-05,             9.1882e-05,             9.1882e-05
                    456,                 1.6604,                 1.0782,                 2.0507,                0.64233,                0.90179,                0.91634,                0.59359,                 1.4082,                0.98042,                 1.8667,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    457,                 1.6819,                 1.1674,                  2.017,                0.64233,                0.90179,                0.91634,                0.59359,                 1.4082,                0.98042,                 1.8667,             8.8282e-05,             8.8282e-05,             8.8282e-05
                    458,                 1.5446,                 1.1359,                 1.9511,                0.64233,                0.90179,                0.91634,                0.59359,                 1.4082,                0.98042,                 1.8667,             8.6482e-05,             8.6482e-05,             8.6482e-05
                    459,                 1.7387,                 1.1478,                 2.0329,                0.64233,                0.90179,                0.91634,                0.59359,                 1.4082,                0.98042,                 1.8667,             8.4682e-05,             8.4682e-05,             8.4682e-05
                    460,                 1.8167,                 1.3138,                 2.1568,                0.68947,                0.90179,                0.91781,                0.59529,                 1.3901,                0.99716,                 1.8533,             8.2883e-05,             8.2883e-05,             8.2883e-05
                    461,                 1.6729,                 1.1182,                 2.0184,                0.68947,                0.90179,                0.91781,                0.59529,                 1.3901,                0.99716,                 1.8533,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    462,                 1.6957,                 1.3573,                 2.0792,                0.68947,                0.90179,                0.91781,                0.59529,                 1.3901,                0.99716,                 1.8533,             7.9283e-05,             7.9283e-05,             7.9283e-05
                    463,                  1.534,                  1.097,                 2.0188,                0.68947,                0.90179,                0.91781,                0.59529,                 1.3901,                0.99716,                 1.8533,             7.7483e-05,             7.7483e-05,             7.7483e-05
                    464,                 1.6496,                 1.1048,                 2.0109,                 0.7153,                0.88406,                0.93035,                0.61019,                 1.3761,                0.98887,                 1.8398,             7.5683e-05,             7.5683e-05,             7.5683e-05
                    465,                 1.7347,                 1.1984,                 1.9591,                 0.7153,                0.88406,                0.93035,                0.61019,                 1.3761,                0.98887,                 1.8398,             7.3884e-05,             7.3884e-05,             7.3884e-05
                    466,                 1.5221,                  1.073,                  2.004,                 0.7153,                0.88406,                0.93035,                0.61019,                 1.3761,                0.98887,                 1.8398,             7.2084e-05,             7.2084e-05,             7.2084e-05
                    467,                 1.5058,                    1.1,                 2.0304,                 0.7153,                0.88406,                0.93035,                0.61019,                 1.3761,                0.98887,                 1.8398,             7.0284e-05,             7.0284e-05,             7.0284e-05
                    468,                 1.7014,                 1.2739,                 2.0237,                0.75037,                0.91193,                0.95571,                0.61541,                 1.3572,                0.97326,                 1.8343,             6.8484e-05,             6.8484e-05,             6.8484e-05
                    469,                 1.7396,                 1.2364,                 2.0563,                0.75037,                0.91193,                0.95571,                0.61541,                 1.3572,                0.97326,                 1.8343,             6.6684e-05,             6.6684e-05,             6.6684e-05
                    470,                 1.7486,                 1.1489,                 2.0108,                0.75037,                0.91193,                0.95571,                0.61541,                 1.3572,                0.97326,                 1.8343,             6.4884e-05,             6.4884e-05,             6.4884e-05
                    471,                 1.6368,                  1.158,                 2.0024,                0.75037,                0.91193,                0.95571,                0.61541,                 1.3572,                0.97326,                 1.8343,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    472,                 1.5978,                  1.196,                 1.9683,                0.78544,                0.91142,                0.95971,                0.62943,                 1.3507,                0.95794,                 1.8316,             6.1285e-05,             6.1285e-05,             6.1285e-05
                    473,                 1.8648,                 1.2302,                 2.1296,                0.78544,                0.91142,                0.95971,                0.62943,                 1.3507,                0.95794,                 1.8316,             5.9485e-05,             5.9485e-05,             5.9485e-05
                    474,                  1.636,                 1.2462,                 2.0245,                0.78544,                0.91142,                0.95971,                0.62943,                 1.3507,                0.95794,                 1.8316,             5.7685e-05,             5.7685e-05,             5.7685e-05
                    475,                 1.5598,                 1.2143,                 2.0252,                0.78544,                0.91142,                0.95971,                0.62943,                 1.3507,                0.95794,                 1.8316,             5.5885e-05,             5.5885e-05,             5.5885e-05
                    476,                 1.5192,                 1.0349,                 1.8991,                0.82718,                0.89618,                0.96303,                0.63372,                 1.3371,                0.93668,                 1.8235,             5.4086e-05,             5.4086e-05,             5.4086e-05
                    477,                 1.7245,                 1.0554,                 2.0172,                0.82718,                0.89618,                0.96303,                0.63372,                 1.3371,                0.93668,                 1.8235,             5.2286e-05,             5.2286e-05,             5.2286e-05
                    478,                 1.5897,                  1.293,                 2.0871,                0.82718,                0.89618,                0.96303,                0.63372,                 1.3371,                0.93668,                 1.8235,             5.0486e-05,             5.0486e-05,             5.0486e-05
                    479,                 1.7076,                 1.2746,                 2.0411,                0.82718,                0.89618,                0.96303,                0.63372,                 1.3371,                0.93668,                 1.8235,             4.8686e-05,             4.8686e-05,             4.8686e-05
                    480,                 1.6092,                 1.1852,                  2.068,                0.84344,                0.90271,                0.96583,                0.64751,                 1.3225,                0.91823,                 1.8127,             4.6886e-05,             4.6886e-05,             4.6886e-05
                    481,                 1.6868,                 1.1834,                 2.0493,                0.84344,                0.90271,                0.96583,                0.64751,                 1.3225,                0.91823,                 1.8127,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    482,                 1.4977,                 1.0447,                 2.0394,                0.84344,                0.90271,                0.96583,                0.64751,                 1.3225,                0.91823,                 1.8127,             4.3287e-05,             4.3287e-05,             4.3287e-05
                    483,                 1.5789,                 1.0193,                 1.9677,                0.84344,                0.90271,                0.96583,                0.64751,                 1.3225,                0.91823,                 1.8127,             4.1487e-05,             4.1487e-05,             4.1487e-05
                    484,                 1.6649,                 1.2858,                 2.0551,                0.86988,                0.89986,                0.97064,                0.67083,                 1.3065,                  0.908,                 1.8071,             3.9687e-05,             3.9687e-05,             3.9687e-05
                    485,                 1.6871,                  1.219,                 2.0476,                0.86988,                0.89986,                0.97064,                0.67083,                 1.3065,                  0.908,                 1.8071,             3.7887e-05,             3.7887e-05,             3.7887e-05
                    486,                  1.512,                 1.0642,                 2.0069,                0.86988,                0.89986,                0.97064,                0.67083,                 1.3065,                  0.908,                 1.8071,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    487,                 1.6981,                 1.2291,                 1.9994,                0.86988,                0.89986,                0.97064,                0.67083,                 1.3065,                  0.908,                 1.8071,             3.4287e-05,             3.4287e-05,             3.4287e-05
                    488,                 1.7312,                 1.1296,                 1.9819,                0.89053,                0.90627,                0.97459,                0.66894,                 1.2966,                0.89395,                 1.8003,             3.2488e-05,             3.2488e-05,             3.2488e-05
                    489,                 1.5289,                 1.0443,                  1.969,                0.89053,                0.90627,                0.97459,                0.66894,                 1.2966,                0.89395,                 1.8003,             3.0688e-05,             3.0688e-05,             3.0688e-05
                    490,                 1.6997,                 1.0556,                  1.913,                0.89053,                0.90627,                0.97459,                0.66894,                 1.2966,                0.89395,                 1.8003,             2.8888e-05,             2.8888e-05,             2.8888e-05
                    491,                 1.4293,                  1.287,                 1.8932,                0.89053,                0.90627,                0.97459,                0.66894,                 1.2966,                0.89395,                 1.8003,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    492,                 1.6482,                 1.4817,                 1.9918,                0.89663,                0.90911,                0.97316,                 0.6811,                  1.292,                0.88708,                  1.796,             2.5288e-05,             2.5288e-05,             2.5288e-05
                    493,                 1.7954,                 1.7957,                 2.2124,                0.89663,                0.90911,                0.97316,                 0.6811,                  1.292,                0.88708,                  1.796,             2.3489e-05,             2.3489e-05,             2.3489e-05
                    494,                 1.7363,                 1.4252,                 1.9821,                0.89663,                0.90911,                0.97316,                 0.6811,                  1.292,                0.88708,                  1.796,             2.1689e-05,             2.1689e-05,             2.1689e-05
                    495,                 1.7929,                 1.5272,                 2.0054,                0.89663,                0.90911,                0.97316,                 0.6811,                  1.292,                0.88708,                  1.796,             1.9889e-05,             1.9889e-05,             1.9889e-05
                    496,                  1.551,                 1.5418,                 1.9882,                0.89916,                0.90499,                0.97322,                0.68196,                 1.2903,                0.88698,                  1.788,             1.8089e-05,             1.8089e-05,             1.8089e-05
                    497,                 1.6485,                 1.3517,                 2.1186,                0.89916,                0.90499,                0.97322,                0.68196,                 1.2903,                0.88698,                  1.788,             1.6289e-05,             1.6289e-05,             1.6289e-05
                    498,                  1.736,                 1.5409,                 1.9763,                0.89916,                0.90499,                0.97322,                0.68196,                 1.2903,                0.88698,                  1.788,             1.4489e-05,             1.4489e-05,             1.4489e-05
                    499,                 1.5805,                 1.5196,                 1.9483,                0.89916,                0.90499,                0.97322,                0.68196,                 1.2903,                0.88698,                  1.788,              1.269e-05,              1.269e-05,              1.269e-05
                    500,                 1.7126,                 1.6307,                 2.0305,                0.88374,                0.91802,                0.97418,                0.68309,                  1.292,                0.89302,                 1.7838,              1.089e-05,              1.089e-05,              1.089e-05
